,all_businesses,food,nightlife,shopping,fitness,selfcare,auto,home,health,geoid,population_total,population_total_male,population_total_female,population_total_under_18,population_total_18_to_65,population_total_65_and_over,population_male_under_18,population_female_under_18,population_male_18_to_64,population_female_18_to_64,population_male_65_and_over,population_female_65_and_over,population_total_white,population_total_non_white,median_income,area_mi2,population_density,food_predicted,food_error,auto_predicted,auto_error,nightlife_predicted,nightlife_error,shopping_predicted,shopping_error,fitness_predicted,fitness_error,selfcare_predicted,selfcare_error,home_predicted,home_error,health_predicted,health_error,geographic_area_name
2702,9,7,0,3,0,0,1,0,0,42003551900,1538,705,833,248,958,332,164,84,433,525,108,224,903,763,11675,0.6990383440000001,2200.165431,4.168,-2.832,2.271,1.271,1.949,1.949,1.837,-1.163,0.6409999999999999,0.6409999999999999,-0.872,-0.872,-0.6659999999999999,-0.6659999999999999,-1.14,-1.14,"Census Tract 5519, Allegheny County, Pennsylvania"
2703,2,0,0,1,0,0,0,1,0,42003552100,1661,764,897,395,751,515,118,277,432,319,214,301,773,955,15771,0.267406247,6211.522803,2.844,2.844,1.716,1.716,-1.013,-1.013,-0.6409999999999999,-1.641,0.177,0.177,-0.7190000000000001,-0.7190000000000001,-1.27,-2.27,-1.09,-1.09,"Census Tract 5521, Allegheny County, Pennsylvania"
2704,1,1,0,0,0,0,0,0,0,42003552200,970,382,588,155,581,234,57,98,237,344,88,146,896,90,22136,0.310579032,3123.198607,2.411,1.411,1.131,1.131,-0.738,-0.738,-0.54,-0.54,0.317,0.317,-0.31,-0.31,-1.21,-1.21,-1.225,-1.225,"Census Tract 5522, Allegheny County, Pennsylvania"
2705,8,4,2,3,1,0,1,1,0,42003552400,3116,1260,1856,636,1938,542,264,372,781,1157,215,327,2497,660,22179,0.789432582,3947.138835,7.821000000000001,3.821,1.804,0.804,-0.963,-2.963,1.755,-1.245,0.782,-0.218,0.685,0.685,0.039,-0.961,-1.147,-1.147,"Census Tract 5524, Allegheny County, Pennsylvania"
2706,7,2,0,0,1,0,3,1,0,42003560400,1653,739,914,185,1203,265,104,81,501,702,134,131,789,880,20846,0.197340674,8376.377583,5.265,3.265,1.327,-1.673,-1.551,-1.551,1.055,1.055,0.5870000000000001,-0.413,0.44,0.44,2.287,1.287,-0.428,-0.428,"Census Tract 5604, Allegheny County, Pennsylvania"
2707,9,2,0,0,3,2,1,3,2,42003560500,2422,1119,1303,237,1960,225,117,120,918,1042,84,141,2075,397,41912,0.179405457,13500.146780000001,8.06,6.06,1.104,0.10400000000000001,-1.217,-1.217,0.586,0.586,0.087,-2.9130000000000003,3.6319999999999997,1.632,4.065,1.065,2.1630000000000003,0.163,"Census Tract 5605, Allegheny County, Pennsylvania"
2708,15,9,1,4,1,1,1,2,1,42003560600,863,353,510,19,712,132,8,11,313,399,32,100,244,634,14192,0.14451803800000002,5971.572907,6.531000000000001,-2.469,2.938,1.9380000000000002,3.603,2.603,2.748,-1.252,0.7979999999999999,-0.20199999999999999,0.706,-0.294,0.742,-1.258,0.132,-0.868,"Census Tract 5606, Allegheny County, Pennsylvania"
2709,3,2,0,1,0,0,1,1,1,42003561000,1184,585,599,345,734,105,202,143,351,383,32,73,219,1069,24575,0.21940564,5396.397275,2.388,0.38799999999999996,1.2590000000000001,0.259,-0.40399999999999997,-0.40399999999999997,0.508,-0.49200000000000005,0.255,0.255,0.419,0.419,0.125,-0.875,-1.1,-2.1,"Census Tract 5610, Allegheny County, Pennsylvania"
2710,1,0,0,0,0,0,1,0,0,42003561100,993,452,541,322,523,148,168,154,265,258,19,129,54,1142,12174,0.160052472,6204.21532,1.51,1.51,1.703,0.703,-0.682,-0.682,0.095,0.095,-0.128,-0.128,-1.284,-1.284,-0.48700000000000004,-0.48700000000000004,-0.871,-0.871,"Census Tract 5611, Allegheny County, Pennsylvania"
2711,6,4,1,2,0,0,0,0,0,42003561200,1357,533,824,359,778,220,87,272,379,399,67,153,181,1189,15843,0.153445106,8843.553475,4.8069999999999995,0.807,1.06,1.06,1.2690000000000001,0.26899999999999996,0.358,-1.642,0.006,0.006,0.015,0.015,-1.018,-1.018,-1.327,-1.327,"Census Tract 5612, Allegheny County, Pennsylvania"
2712,4,0,0,0,0,0,1,4,0,42003561400,4298,1582,2716,608,2493,1197,286,322,746,1747,550,647,1117,3212,30061,0.703034115,6113.501331,6.2589999999999995,6.2589999999999995,1.453,0.45299999999999996,-6.742999999999999,-6.742999999999999,1.8459999999999999,1.8459999999999999,0.708,0.708,0.48700000000000004,0.48700000000000004,0.435,-3.565,-0.086,-0.086,"Census Tract 5614, Allegheny County, Pennsylvania"
2713,4,1,0,0,0,0,1,1,0,42003561500,2867,1115,1752,368,1665,834,154,214,720,945,241,593,828,2210,26511,0.493932383,5804.438213,5.821000000000001,4.821000000000001,0.735,-0.265,-2.5780000000000003,-2.5780000000000003,0.778,0.778,0.555,0.555,0.507,0.507,-0.065,-1.065,0.2,0.2,"Census Tract 5615, Allegheny County, Pennsylvania"
2714,4,3,1,0,0,0,1,0,0,42003561600,2199,1016,1183,426,1549,224,177,249,737,812,102,122,1407,903,23352,0.607485414,3619.839997,5.317,2.3169999999999997,0.444,-0.556,-0.767,-1.767,-0.163,-0.163,0.5870000000000001,0.5870000000000001,-0.138,-0.138,0.20199999999999999,0.20199999999999999,-1.255,-1.255,"Census Tract 5616, Allegheny County, Pennsylvania"
2715,2,0,0,0,0,0,1,1,0,42003561900,2541,1226,1315,434,1367,740,257,177,616,751,353,387,298,2328,18013,0.417309638,6089.003872,3.79,3.79,1.879,0.879,-2.241,-2.241,-0.142,-0.142,0.179,0.179,-0.414,-0.414,0.026000000000000002,-0.9740000000000001,-1.203,-1.203,"Census Tract 5619, Allegheny County, Pennsylvania"
2716,52,30,12,3,1,2,6,4,3,42003562000,2760,1306,1454,93,2188,479,24,69,1114,1074,168,311,1516,1326,19483,0.22652536399999998,12184.06605,21.217,-8.783,1.4809999999999999,-4.519,11.517999999999999,-0.48200000000000004,11.177,8.177,3.344,2.344,5.671,3.6710000000000003,3.755,-0.245,-0.659,-3.659,"Census Tract 5620, Allegheny County, Pennsylvania"
2717,5,2,0,2,0,0,0,2,0,42003562300,3266,1398,1868,648,2005,613,324,324,895,1110,179,434,1355,1915,15938,1.2034661420000001,2713.827905,7.132999999999999,5.132999999999999,2.6689999999999996,2.6689999999999996,-3.2230000000000003,-3.2230000000000003,-0.218,-2.218,0.649,0.649,-0.966,-0.966,-1.499,-3.4989999999999997,-0.701,-0.701,"Census Tract 5623, Allegheny County, Pennsylvania"
2718,5,2,0,1,0,0,2,0,0,42003562400,2535,1374,1161,648,1517,370,378,270,831,686,165,205,1354,1541,24932,0.7304674459999999,3470.3805270000003,2.54,0.54,0.775,-1.225,-0.16899999999999998,-0.16899999999999998,0.469,-0.531,0.8190000000000001,0.8190000000000001,-0.26,-0.26,1.218,1.218,-0.57,-0.57,"Census Tract 5624, Allegheny County, Pennsylvania"
2719,6,0,0,0,0,0,2,4,0,42003562500,2597,1183,1414,793,1475,329,407,386,657,818,119,210,880,1874,18425,0.779885433,3329.976287,2.975,2.975,3.194,1.194,-3.443,-3.443,1.229,1.229,1.055,1.055,-0.703,-0.703,0.07200000000000001,-3.928,-0.991,-0.991,"Census Tract 5625, Allegheny County, Pennsylvania"
2720,19,11,4,4,0,2,1,0,0,42003562600,2610,1269,1341,666,1624,320,303,363,827,797,139,181,1566,1229,24172,0.808033053,3230.065887,8.042,-2.958,0.8340000000000001,-0.166,5.1080000000000005,1.1079999999999999,3.0,-1.0,1.466,1.466,0.674,-1.3259999999999998,-0.084,-0.084,-0.564,-0.564,"Census Tract 5626, Allegheny County, Pennsylvania"
2721,42,21,9,3,6,6,1,1,2,42003562700,2044,1042,1002,246,1479,319,133,113,766,713,143,176,1299,955,31016,0.351608178,5813.289136,16.102999999999998,-4.897,2.32,1.32,14.439,5.439,8.406,5.406000000000001,2.572,-3.428,4.846,-1.1540000000000001,4.13,3.13,4.846,2.846,"Census Tract 5627, Allegheny County, Pennsylvania"
2722,21,10,2,2,3,3,4,2,3,42003562800,1502,746,756,240,1006,256,120,120,507,499,119,137,1390,136,25278,0.6853452309999999,2191.596194,7.211,-2.7889999999999997,2.9789999999999996,-1.021,4.867,2.867,4.996,2.9960000000000004,2.1830000000000003,-0.8170000000000001,2.701,-0.299,3.958,1.9580000000000002,1.74,-1.26,"Census Tract 5628, Allegheny County, Pennsylvania"
2723,8,1,0,3,0,0,3,3,0,42003562900,1840,899,941,441,1114,285,233,208,552,562,114,171,1232,696,21655,2.612125505,704.4071951000001,3.407,2.407,2.858,-0.142,-2.029,-2.029,1.496,-1.504,1.4180000000000001,1.4180000000000001,-0.32899999999999996,-0.32899999999999996,1.0090000000000001,-1.9909999999999999,-1.236,-1.236,"Census Tract 5629, Allegheny County, Pennsylvania"
2724,7,2,1,1,0,0,0,3,0,42003563000,3113,1384,1729,408,2238,467,91,317,1114,1124,179,288,1900,1301,33188,1.523875335,2042.818023,7.855,5.855,1.172,1.172,-3.165,-4.165,-1.199,-2.199,1.247,1.247,0.14,0.14,0.037000000000000005,-2.963,-0.8440000000000001,-0.8440000000000001,"Census Tract 5630, Allegheny County, Pennsylvania"
2725,20,8,2,6,2,2,2,3,0,42003563100,3763,1757,2006,750,2486,527,370,380,1183,1303,204,323,2903,1038,29752,1.04845462,3589.091915,10.014,2.0140000000000002,2.96,0.96,1.798,-0.20199999999999999,3.3289999999999997,-2.6710000000000003,1.808,-0.192,1.604,-0.396,2.568,-0.43200000000000005,1.189,1.189,"Census Tract 5631, Allegheny County, Pennsylvania"
2726,60,31,25,6,7,4,2,4,0,42003563200,2083,1223,860,122,1595,366,60,62,998,597,165,201,1591,516,25854,0.357219787,5831.143957,33.22,2.22,3.502,1.5019999999999998,20.119,-4.881,12.724,6.724,4.965,-2.035,7.013,3.013,2.71,-1.29,-0.9490000000000001,-0.9490000000000001,"Census Tract 5632, Allegheny County, Pennsylvania"
2727,4,1,0,0,0,0,0,1,0,42003563300,1471,698,773,360,831,280,163,197,393,438,142,138,1303,183,59205,9.793148432,150.2070565,2.09,1.09,-1.103,-1.103,-0.76,-0.76,-0.193,-0.193,1.6480000000000001,1.6480000000000001,1.067,1.067,0.49200000000000005,-0.508,-0.6920000000000001,-0.6920000000000001,"Census Tract 5633, Allegheny County, Pennsylvania"
2728,13,4,4,1,1,2,1,2,1,42003563800,3733,1663,2070,647,1740,1346,294,353,845,895,524,822,3552,252,42437,5.899449476,632.7709077000001,8.716000000000001,4.716,0.645,-0.355,-1.38,-5.38,3.04,2.04,2.173,1.173,1.992,-0.008,-0.48,-2.48,1.168,0.168,"Census Tract 5638, Allegheny County, Pennsylvania"
2729,29,13,2,3,1,4,2,4,3,42003563900,4062,1971,2091,658,2558,846,368,290,1231,1327,372,474,2923,1526,32462,0.7316697679999999,5551.684896,9.472999999999999,-3.5269999999999997,2.278,0.278,3.367,1.367,5.145,2.145,2.653,1.653,3.138,-0.862,2.467,-1.5330000000000001,3.705,0.705,"Census Tract 5639, Allegheny County, Pennsylvania"
2730,21,14,2,2,0,3,2,1,2,42003564000,6452,3175,3277,1541,4077,834,694,847,2114,1963,367,467,6196,346,39843,16.50755763,390.85127810000006,10.18,-3.82,0.043,-1.9569999999999999,2.3480000000000003,0.348,2.659,0.659,2.313,2.313,2.292,-0.708,0.773,-0.22699999999999998,0.693,-1.307,"Census Tract 5640, Allegheny County, Pennsylvania"
2731,3,0,0,0,0,1,0,2,0,42003564100,890,422,468,175,504,211,70,105,251,253,101,110,853,58,61364,0.99507368,894.4061308,2.11,2.11,-1.266,-1.266,-1.2930000000000001,-1.2930000000000001,-0.5920000000000001,-0.5920000000000001,1.5759999999999998,1.5759999999999998,1.7,0.7,0.6729999999999999,-1.327,0.225,0.225,"Census Tract 5641, Allegheny County, Pennsylvania"
2732,18,10,1,3,1,2,1,1,0,42003564200,2124,1004,1120,305,1246,573,141,164,607,639,256,317,1930,284,33640,5.421394,391.7811545,5.722,-4.2780000000000005,1.15,0.15,4.197,3.197,2.931,-0.069,1.724,0.7240000000000001,0.81,-1.19,1.0170000000000001,0.017,1.105,1.105,"Census Tract 5642, Allegheny County, Pennsylvania"
2733,31,14,6,5,4,1,5,5,0,42003564400,5837,2929,2908,844,3695,1298,409,435,1956,1739,564,734,5230,691,31306,5.285625809,1104.3157820000001,16.703,2.7030000000000003,3.845,-1.155,4.811,-1.189,5.735,0.735,3.5410000000000004,-0.45899999999999996,2.574,1.574,5.606,0.606,0.7909999999999999,0.7909999999999999,"Census Tract 5644, Allegheny County, Pennsylvania"
2734,7,5,2,2,0,0,1,1,0,42003564500,2973,1334,1639,642,1770,561,231,411,878,892,225,336,2936,41,35664,6.304751723,471.5490999,6.065,1.065,0.431,-0.569,0.187,-1.8130000000000002,0.353,-1.6469999999999998,1.271,1.271,0.509,0.509,-0.304,-1.304,-1.7380000000000002,-1.7380000000000002,"Census Tract 5645, Allegheny County, Pennsylvania"
2735,49,26,8,16,3,3,2,2,2,42003980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.246072558,0.0,13.729000000000001,-12.270999999999999,6.6370000000000005,4.637,17.509,9.509,9.459,-6.541,3.215,0.215,2.9339999999999997,-0.066,1.091,-0.909,-0.132,-2.1319999999999997,"Census Tract 9800, Allegheny County, Pennsylvania"
2736,3,0,1,0,2,1,0,0,0,42003980100,13,13,0,0,13,0,0,0,13,0,0,0,13,0,-1,0.56888099,22.851879800000003,2.8160000000000003,2.8160000000000003,3.736,3.736,1.023,0.023,0.5589999999999999,0.5589999999999999,0.745,-1.255,-1.993,-2.9930000000000003,-1.4609999999999999,-1.4609999999999999,-1.121,-1.121,"Census Tract 9801, Allegheny County, Pennsylvania"
2737,2,0,1,0,2,1,0,0,0,42003980300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.49966484200000005,0.0,2.695,2.695,4.133,4.133,1.382,0.382,-0.276,-0.276,0.435,-1.565,-1.47,-2.47,-1.278,-1.278,-0.847,-0.847,"Census Tract 9803, Allegheny County, Pennsylvania"
2738,2,0,1,0,1,0,0,0,0,42003980400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.427388062,0.0,2.457,2.457,3.168,3.168,0.013000000000000001,-0.987,-0.147,-0.147,0.528,-0.47200000000000003,-2.289,-2.289,-1.966,-1.966,-2.033,-2.033,"Census Tract 9804, Allegheny County, Pennsylvania"
2739,9,3,2,0,7,0,0,0,0,42003980500,9,4,5,0,5,4,0,0,0,5,4,0,9,0,-1,0.622312509,14.46218719,6.082000000000001,3.082,5.499,5.499,5.996,3.9960000000000004,2.668,2.668,1.24,-5.76,-0.08800000000000001,-0.08800000000000001,1.966,1.966,0.114,0.114,"Census Tract 9805, Allegheny County, Pennsylvania"
2740,28,13,12,5,7,1,2,0,0,42003980600,11,0,11,0,7,4,0,0,0,7,0,4,11,0,-1,0.379569696,28.98018496,15.145999999999999,2.146,5.027,3.0269999999999997,11.894,-0.106,8.418,3.418,2.555,-4.445,1.86,0.86,2.021,2.021,-1.136,-1.136,"Census Tract 9806, Allegheny County, Pennsylvania"
2741,61,27,28,8,10,5,4,0,3,42003980700,4,4,0,0,4,0,0,0,4,0,0,0,4,0,-1,0.239680637,16.68887421,31.271,4.271,5.421,1.421,22.451,-5.5489999999999995,16.053,8.052999999999999,5.358,-4.6419999999999995,6.847,1.847,3.306,3.306,-0.813,-3.813,"Census Tract 9807, Allegheny County, Pennsylvania"
2742,3,2,0,0,0,0,0,0,0,42003980800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.13364076800000002,0.0,2.736,0.736,2.792,2.792,0.846,0.846,-0.374,-0.374,0.515,0.515,-2.594,-2.594,-2.209,-2.209,-1.4,-1.4,"Census Tract 9808, Allegheny County, Pennsylvania"
2743,1,1,1,0,0,0,0,0,0,42003980900,1652,1652,0,0,1629,23,0,0,1629,0,23,0,773,933,4858,0.565252016,2922.590197,8.058,7.058,2.324,2.324,0.105,-0.895,-4.944,-4.944,0.08900000000000001,0.08900000000000001,-2.0140000000000002,-2.0140000000000002,-0.9620000000000001,-0.9620000000000001,-3.161,-3.161,"Census Tract 9809, Allegheny County, Pennsylvania"
2744,3,0,0,0,0,0,0,0,0,42003981000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.53236422,0.0,0.243,0.243,2.625,2.625,-0.235,-0.235,-0.325,-0.325,0.552,0.552,-2.53,-2.53,-2.213,-2.213,-2.323,-2.323,"Census Tract 9810, Allegheny County, Pennsylvania"
2745,1,0,0,0,0,0,0,0,0,42003981100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.338221244,0.0,1.026,1.026,2.9219999999999997,2.9219999999999997,-0.364,-0.364,-0.19899999999999998,-0.19899999999999998,0.17,0.17,-2.4619999999999997,-2.4619999999999997,-2.738,-2.738,-2.405,-2.405,"Census Tract 9811, Allegheny County, Pennsylvania"
2746,45,25,29,1,12,5,1,3,0,42003981200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.17771432899999998,0.0,35.905,10.905,7.093999999999999,6.093999999999999,19.762,-9.238,10.745,9.745,4.941,-7.059,7.6370000000000005,2.637,1.527,-1.473,-3.009,-3.009,"Census Tract 9812, Allegheny County, Pennsylvania"
2747,66,35,15,9,3,7,0,3,6,42003982200,4619,1863,2756,97,4514,8,49,48,1814,2700,0,8,3831,929,2814,0.19524105100000003,23657.93455,35.681999999999995,0.682,2.802,2.802,12.290999999999999,-2.7089999999999996,8.21,-0.79,2.64,-0.36,9.418,2.418,2.128,-0.872,2.292,-3.708,"Census Tract 9822, Allegheny County, Pennsylvania"
2748,1,0,0,1,0,0,0,1,0,42007603803,3187,1616,1571,585,1928,674,308,277,997,931,311,363,3170,17,38053,9.920328166000001,321.2595336,4.756,4.756,0.659,0.659,-2.138,-2.138,-1.2109999999999999,-2.211,1.064,1.064,0.067,0.067,-0.6579999999999999,-1.6580000000000001,-1.511,-1.511,"Census Tract 6038.03, Beaver County, Pennsylvania"
2749,18,12,3,4,1,0,1,1,0,42007604100,2822,1369,1453,652,1788,382,335,317,817,971,217,165,1925,1037,22109,0.5634068329999999,5008.813937,7.882999999999999,-4.117,1.839,0.8390000000000001,5.331,2.331,3.23,-0.77,1.2329999999999999,0.233,1.146,1.146,0.836,-0.16399999999999998,-1.6119999999999999,-1.6119999999999999,"Census Tract 6041, Beaver County, Pennsylvania"
2750,17,9,7,3,3,0,2,2,0,42007604200,1494,712,782,224,1002,268,115,109,475,527,122,146,1265,351,30169,0.44906692600000003,3326.898314,10.985999999999999,1.986,1.929,-0.071,4.857,-2.1430000000000002,4.42,1.42,1.786,-1.214,2.4619999999999997,2.4619999999999997,2.274,0.27399999999999997,-1.162,-1.162,"Census Tract 6042, Beaver County, Pennsylvania"
2751,1,1,0,0,0,0,0,0,0,42007605700,2298,1004,1294,375,1509,414,170,205,650,859,184,230,1340,1165,20541,2.101149028,1093.6872970000002,4.07,3.07,0.8,0.8,-2.01,-2.01,-0.7240000000000001,-0.7240000000000001,0.575,0.575,-0.96,-0.96,-0.628,-0.628,-0.591,-0.591,"Census Tract 6057, Beaver County, Pennsylvania"
2752,2,1,0,0,1,0,0,0,0,42125714000,2773,1391,1382,499,1710,564,222,277,866,844,303,261,2569,319,28405,21.56371984,128.5956236,4.073,3.073,0.8170000000000001,0.8170000000000001,-0.8370000000000001,-0.8370000000000001,-1.3230000000000002,-1.3230000000000002,1.045,0.045,-0.162,-0.162,0.027000000000000003,0.027000000000000003,-1.273,-1.273,"Census Tract 7140, Washington County, Pennsylvania"
2753,10,7,1,1,1,1,2,1,0,42125715700,1688,862,826,330,990,368,158,172,537,453,167,201,1606,82,26458,0.322245109,5238.248633,4.868,-2.1319999999999997,1.319,-0.6809999999999999,2.783,1.7830000000000001,2.215,1.215,0.8759999999999999,-0.124,0.521,-0.479,1.44,0.44,-0.451,-0.451,"Census Tract 7157, Washington County, Pennsylvania"
2754,10,10,0,1,0,0,0,1,0,42125741100,4349,2218,2131,889,2742,718,426,463,1455,1287,337,381,4335,19,35793,11.7997117,368.56832710000003,5.851,-4.149,0.49200000000000005,0.49200000000000005,1.943,1.943,1.249,0.249,1.055,1.055,-0.475,-0.475,-0.629,-1.629,-0.534,-0.534,"Census Tract 7411, Washington County, Pennsylvania"
2755,11,4,2,2,2,2,2,2,0,42125741300,3382,1716,1666,534,2095,753,329,205,1034,1061,353,400,3327,74,34188,7.542066283,448.4182283,8.647,4.647,1.9169999999999998,-0.083,-0.66,-2.66,2.072,0.07200000000000001,1.919,-0.081,0.938,-1.062,1.848,-0.152,0.41,0.41,"Census Tract 7413, Washington County, Pennsylvania"
2756,1,0,0,0,0,0,1,0,0,42125742100,6244,2862,3382,1196,3376,1672,641,555,1603,1773,618,1054,5641,877,28728,9.925037454,629.1160137999999,6.925,6.925,0.652,-0.348,-6.547999999999999,-6.547999999999999,-0.073,-0.073,0.937,0.937,-0.485,-0.485,-1.411,-1.411,0.441,0.441,"Census Tract 7421, Washington County, Pennsylvania"
2757,37,25,4,4,0,6,2,0,1,42125744100,5572,2559,3013,1212,3386,974,542,670,1663,1723,354,620,4792,909,28228,1.40284505,3971.928332,13.14,-11.86,0.556,-1.444,8.48,4.48,7.692,3.6919999999999997,2.276,2.276,2.314,-3.6860000000000004,-0.111,-0.111,4.064,3.0639999999999996,"Census Tract 7441, Washington County, Pennsylvania"
2758,12,6,2,1,0,2,3,1,0,42125744200,3292,1666,1626,702,2045,545,393,309,1025,1020,248,297,2922,474,29450,0.907187176,3628.799091,6.7379999999999995,0.738,1.133,-1.867,0.285,-1.715,2.426,1.426,1.493,1.493,0.873,-1.127,0.943,-0.057,-0.309,-0.309,"Census Tract 7442, Washington County, Pennsylvania"
2759,13,9,2,2,1,1,1,0,0,42125745100,8958,4529,4429,1806,5617,1535,860,946,2976,2641,693,842,8504,611,46232,6.303950175,1421.013769,13.404000000000002,4.404,-0.42100000000000004,-1.421,-1.358,-3.358,-0.46399999999999997,-2.464,1.7830000000000001,0.7829999999999999,1.875,0.875,1.14,1.14,-0.18100000000000002,-0.18100000000000002,"Census Tract 7451, Washington County, Pennsylvania"
2760,10,0,1,2,1,1,3,1,2,42125745200,5430,2830,2600,1188,2977,1265,648,540,1589,1388,593,672,5084,404,49114,20.95979274,259.0674472,6.845,6.845,0.256,-2.7439999999999998,-3.9960000000000004,-4.996,0.19399999999999998,-1.806,1.923,0.9229999999999999,2.013,1.013,2.6039999999999996,1.604,-0.7070000000000001,-2.707,"Census Tract 7452, Washington County, Pennsylvania"
2761,38,12,1,11,0,6,6,9,5,42125746100,6178,3051,3127,1467,3508,1203,762,705,1677,1831,612,591,5656,593,45235,3.8566122989999996,1601.9240519999998,10.437999999999999,-1.5619999999999998,5.029,-0.971,0.418,-0.5820000000000001,5.984,-5.016,3.9760000000000004,3.9760000000000004,4.825,-1.175,5.38,-3.62,2.905,-2.095,"Census Tract 7461, Washington County, Pennsylvania"
2762,69,25,7,14,3,4,17,8,1,42125746200,4348,2234,2114,1079,2443,826,608,471,1243,1200,383,443,4134,251,51920,3.5665403110000002,1219.10861,14.58,-10.42,4.603,-12.397,10.603,3.603,17.762999999999998,3.763,7.496,4.496,6.596,2.596,14.360999999999999,6.361000000000001,2.177,1.177,"Census Tract 7462, Washington County, Pennsylvania"
2763,72,35,8,13,7,14,5,6,5,42125746301,5164,2474,2690,1230,2712,1222,649,581,1289,1423,536,686,5052,128,56524,4.523909957,1141.4904470000001,19.308,-15.692,5.409,0.409,20.534000000000002,12.534,18.14,5.14,6.614,-0.386,9.16,-4.84,7.791,1.791,11.277999999999999,6.278,"Census Tract 7463.01, Washington County, Pennsylvania"
2764,6,1,0,1,1,0,0,3,0,42125746302,6264,3028,3236,2087,3742,435,1046,1041,1799,1943,183,252,5859,554,56722,7.599653806,824.2480722999999,4.936,3.9360000000000004,0.679,0.679,-3.659,-3.659,0.265,-0.735,1.7919999999999998,0.792,1.75,1.75,0.267,-2.733,-1.025,-1.025,"Census Tract 7463.02, Washington County, Pennsylvania"
2765,8,6,2,1,1,0,0,0,0,42125771100,5747,2815,2932,965,3498,1284,403,562,1779,1719,633,651,5631,232,35741,31.64453368,181.6111451,9.577,3.577,-0.247,-0.247,-0.778,-2.778,-0.9329999999999999,-1.933,1.544,0.544,0.82,0.82,0.231,0.231,-1.1440000000000001,-1.1440000000000001,"Census Tract 7711, Washington County, Pennsylvania"
2766,14,7,1,7,1,0,0,3,1,42125771200,3305,1681,1624,458,2041,806,244,214,1062,979,375,431,3237,107,29916,4.192186426,788.3714282000001,8.452,1.452,3.205,3.205,1.119,0.11900000000000001,0.8009999999999999,-6.199,1.426,0.426,1.17,1.17,0.156,-2.844,-1.153,-2.153,"Census Tract 7712, Washington County, Pennsylvania"
2767,4,3,1,1,0,0,0,0,0,42125772700,2118,1122,996,414,1216,488,280,134,614,602,228,260,2044,96,23373,1.0162108429999999,2084.2131489999997,4.551,1.551,1.077,1.077,-0.37799999999999995,-1.3780000000000001,0.11800000000000001,-0.882,0.7290000000000001,0.7290000000000001,-0.40700000000000003,-0.40700000000000003,-1.3630000000000002,-1.3630000000000002,-2.0780000000000003,-2.0780000000000003,"Census Tract 7727, Washington County, Pennsylvania"
2768,15,12,1,2,0,2,0,1,1,42125773100,2932,1381,1551,595,1708,629,288,307,839,869,254,375,2760,216,27490,1.6311140519999998,1797.544443,6.096,-5.904,1.205,1.205,4.038,3.0380000000000003,2.889,0.889,1.3459999999999999,1.3459999999999999,0.927,-1.073,-1.234,-2.234,0.332,-0.6679999999999999,"Census Tract 7731, Washington County, Pennsylvania"
2769,28,18,11,0,7,5,0,1,0,42125795800,4514,2191,2323,1174,2725,615,541,633,1388,1337,262,353,4278,328,42674,6.956255099999999,648.9123724,17.377,-0.623,1.7469999999999999,1.7469999999999999,12.235999999999999,1.236,7.874,7.874,3.127,-3.873,4.493,-0.507,2.2640000000000002,1.264,3.238,3.238,"Census Tract 7958, Washington County, Pennsylvania"
2770,5,4,0,1,0,0,0,1,0,42129800100,1023,530,493,242,598,183,135,107,324,274,71,112,574,461,14482,0.250092268,4090.490318,2.8689999999999998,-1.131,2.0709999999999997,2.0709999999999997,1.095,1.095,0.401,-0.599,0.371,0.371,-0.799,-0.799,-1.219,-2.219,-1.415,-1.415,"Census Tract 8001, Westmoreland County, Pennsylvania"
2771,1,1,0,0,0,0,0,0,0,42129800200,1487,609,878,400,962,125,212,188,361,601,36,89,914,711,21148,0.135476298,10976.089740000001,3.1710000000000003,2.171,0.488,0.488,-1.2,-1.2,-0.546,-0.546,-0.46,-0.46,-0.395,-0.395,-0.2,-0.2,-0.8,-0.8,"Census Tract 8002, Westmoreland County, Pennsylvania"
2772,2,2,0,1,0,0,0,0,0,42129800300,2420,986,1434,612,1386,422,187,425,625,761,174,248,1719,804,23410,0.34646993,6984.733128,2.8110000000000004,0.8109999999999999,0.489,0.489,-0.32,-0.32,-0.27399999999999997,-1.274,-0.061,-0.061,-0.069,-0.069,-0.527,-0.527,-1.126,-1.126,"Census Tract 8003, Westmoreland County, Pennsylvania"
2773,21,16,2,2,0,0,2,0,0,42129800400,1539,731,808,274,977,288,104,170,516,461,111,177,1381,164,27585,0.558133064,2757.406968,5.487,-10.513,0.327,-1.673,7.291,5.291,4.1530000000000005,2.153,1.7919999999999998,1.7919999999999998,1.246,1.246,0.494,0.494,-1.339,-1.339,"Census Tract 8004, Westmoreland County, Pennsylvania"
